job_id,service_type,price,material_cost,labor_cost,travel_cost,service_profit
1724,Paver Sealing,1000,400.0,191.82,22.64,385.54
1724,Driveway Cleaning,500,63.13,79.94,25.01,331.92
1725,Patio/Pool Deck Cleaning,300,43.17,90.38,29.65,136.8
1726,House Wash,350,41.16,116.03,11.39,181.42
1727,House Wash,500,68.47,54.38,20.82,356.33
1727,Paver Sealing,1800,720.0,155.17,11.11,913.72
1728,House Wash,650,79.66,157.8,21.72,390.82
1728,Paver Sealing,2600,1040.0,78.85,19.28,1461.87
1728,Paver Sealing,1300,520.0,187.23,16.71,576.06
1729,Roof Cleaning,600,60.0,144.73,20.86,374.41
1729,Driveway Cleaning,250,29.7,64.87,22.46,132.97
1730,Paver Sealing,1400,560.0,83.07,13.29,743.64
1730,Roof Cleaning,750,75.0,188.99,24.21,461.8
1731,Paver Sealing,800,320.0,62.63,29.69,387.68
1731,Roof Cleaning,950,95.0,92.81,21.72,740.47
1732,Roof Cleaning,950,95.0,61.79,16.62,776.59
1732,Window Cleaning,550,16.5,198.2,17.79,317.51
1732,Window Cleaning,200,6.0,152.71,14.24,27.05
1733,Paver Sealing,1800,720.0,85.15,10.39,984.46
1734,Roof Cleaning,1500,150.0,51.06,23.61,1275.33
1735,Roof Cleaning,950,95.0,73.95,25.8,755.25
1736,Paver Sealing,2000,800.0,143.38,16.18,1040.44
1737,Paver Sealing,1100,440.0,171.64,18.01,470.35
1737,Patio/Pool Deck Cleaning,500,60.16,165.78,19.68,254.38
1738,Roof Cleaning,550,55.0,63.11,28.73,403.16
1738,Paver Sealing,1500,600.0,168.7,14.02,717.28
1738,Paver Sealing,1700,680.0,177.52,15.78,826.7
1739,Driveway Cleaning,500,66.13,52.55,29.21,352.11
1739,Roof Cleaning,550,55.0,71.46,10.28,413.26
1740,Roof Cleaning,950,95.0,139.9,16.83,698.27
1741,Roof Cleaning,600,60.0,130.48,27.2,382.32
1741,Patio/Pool Deck Cleaning,400,52.16,62.57,22.86,262.41
1741,House Wash,400,51.7,89.93,10.63,247.74
1742,Patio/Pool Deck Cleaning,200,29.34,80.98,24.7,64.98
1742,Roof Cleaning,500,50.0,128.13,23.39,298.48
1743,Patio/Pool Deck Cleaning,200,22.97,50.09,29.26,97.68
1744,Driveway Cleaning,450,46.78,117.13,12.04,274.05
1744,Patio/Pool Deck Cleaning,300,39.24,194.12,28.06,38.58
1745,House Wash,500,56.85,98.01,25.26,319.88
1746,House Wash,350,45.39,69.07,18.55,216.99
1746,Roof Cleaning,1000,100.0,155.05,25.18,719.77
1746,Paver Sealing,1600,640.0,125.92,26.29,807.79
1747,Roof Cleaning,900,90.0,192.54,20.71,596.75
1747,House Wash,550,78.33,123.95,19.44,328.28
1748,Window Cleaning,200,6.0,122.97,16.68,54.35
1748,Roof Cleaning,500,50.0,85.83,28.99,335.18
1749,Patio/Pool Deck Cleaning,450,55.37,96.06,10.7,287.87
1750,Patio/Pool Deck Cleaning,450,57.41,103.48,18.95,270.16
1750,Driveway Cleaning,500,59.43,88.73,14.87,336.97
1751,Patio/Pool Deck Cleaning,450,49.63,156.39,10.42,233.56
1751,Paver Sealing,2400,960.0,166.38,16.77,1256.85
1752,Paver Sealing,1500,600.0,161.3,11.05,727.65
1753,Paver Sealing,1300,520.0,181.16,17.05,581.79
1754,Patio/Pool Deck Cleaning,350,36.43,79.4,28.88,205.29
1755,Paver Sealing,1300,520.0,188.49,20.9,570.61
1756,Paver Sealing,1100,440.0,148.84,29.78,481.38
1756,Paver Sealing,1000,400.0,150.81,11.04,438.15
1757,Roof Cleaning,800,80.0,163.45,20.79,535.76
1758,Roof Cleaning,1200,120.0,65.35,18.21,996.44
1759,Roof Cleaning,550,55.0,170.27,19.33,305.4
1759,Driveway Cleaning,450,47.44,181.39,25.66,195.51
1760,Paver Sealing,3000,1200.0,123.11,22.5,1654.39
1760,Roof Cleaning,1300,130.0,136.97,20.8,1012.23
1761,Roof Cleaning,1100,110.0,78.1,10.65,901.25
1762,Roof Cleaning,650,65.0,70.41,26.72,487.87
1762,Patio/Pool Deck Cleaning,500,57.53,87.35,17.45,337.67
1763,Paver Sealing,1700,680.0,143.88,11.09,865.03
1764,House Wash,550,69.49,134.24,13.42,332.85
1764,Roof Cleaning,900,90.0,97.82,21.87,690.31
1765,House Wash,700,83.63,86.16,10.31,519.9
1766,Window Cleaning,200,6.0,88.52,11.85,93.63
1767,Roof Cleaning,450,45.0,71.19,28.41,305.4
1767,Roof Cleaning,1100,110.0,193.26,22.22,774.52
1768,Paver Sealing,1400,560.0,128.26,15.25,696.49
1768,House Wash,650,95.12,122.55,16.31,416.02
1768,Roof Cleaning,1600,160.0,152.27,27.78,1259.95
1769,Roof Cleaning,650,65.0,134.86,10.31,439.83
1769,Roof Cleaning,550,55.0,104.24,18.13,372.63
1770,Roof Cleaning,650,65.0,144.23,12.43,428.34
1771,House Wash,600,75.1,123.99,10.08,390.83
1772,Paver Sealing,1900,760.0,82.33,14.42,1043.25
1772,Roof Cleaning,1200,120.0,125.04,18.3,936.66
1773,Roof Cleaning,1600,160.0,51.58,11.83,1376.59
1774,Driveway Cleaning,200,22.87,99.16,12.31,65.66
1774,House Wash,350,35.65,187.64,23.46,103.25
1774,Roof Cleaning,1500,150.0,182.42,19.46,1148.12
1775,House Wash,450,55.4,185.45,11.02,198.13
1776,Paver Sealing,1700,680.0,184.93,28.82,806.25
1777,Paver Sealing,2600,1040.0,116.67,12.83,1430.5
1778,Solar Panel Cleaning,300,9.0,62.77,16.06,212.17
1778,Roof Cleaning,500,50.0,194.66,24.36,230.98
1779,House Wash,300,34.41,150.81,24.04,90.74
1779,House Wash,400,40.35,155.48,10.43,193.74
1780,Roof Cleaning,1500,150.0,134.84,20.08,1195.08
1781,House Wash,500,65.03,177.29,27.77,229.91
1782,Driveway Cleaning,450,52.7,79.17,21.24,296.89
1783,Driveway Cleaning,350,46.99,156.16,17.2,129.65
1784,Roof Cleaning,650,65.0,116.35,23.37,445.28
1785,Driveway Cleaning,350,50.25,85.62,29.58,184.55
1785,Driveway Cleaning,250,28.34,113.23,11.89,96.54
1786,Driveway Cleaning,300,41.44,185.05,23.3,50.21
1787,Paver Sealing,2600,1040.0,72.32,25.52,1462.16
1788,Driveway Cleaning,350,51.71,187.95,16.22,94.12
1789,Driveway Cleaning,350,50.86,131.24,22.59,145.31
1789,House Wash,700,98.03,144.82,20.07,437.08
1789,House Wash,300,43.74,142.32,13.85,100.09
1790,Paver Sealing,1600,640.0,55.91,24.83,879.26
1791,Paver Sealing,1500,600.0,183.48,22.01,694.51
1791,Driveway Cleaning,400,40.56,87.0,19.19,253.25
1791,Driveway Cleaning,400,51.15,161.4,15.6,171.85
1792,Roof Cleaning,450,45.0,112.05,25.0,267.95
1793,Paver Sealing,1700,680.0,91.68,19.96,908.36
1793,Roof Cleaning,500,50.0,116.09,27.14,306.77
1793,Roof Cleaning,550,55.0,182.37,14.07,298.56
1794,Roof Cleaning,600,60.0,128.41,10.47,401.12
1794,Driveway Cleaning,200,22.99,162.22,14.17,0.62
1795,Driveway Cleaning,450,47.83,96.65,27.72,277.8
1796,House Wash,500,69.17,90.24,21.82,318.77
1796,Roof Cleaning,550,55.0,191.19,27.63,276.18
1796,House Wash,500,69.37,134.32,21.05,275.26
1797,Driveway Cleaning,300,37.94,90.33,10.42,161.31
1798,Roof Cleaning,850,85.0,71.6,29.99,663.41
1799,Roof Cleaning,1100,110.0,132.75,26.82,830.43
1800,Driveway Cleaning,250,29.0,186.0,13.82,21.18
1801,Roof Cleaning,550,55.0,152.91,28.98,313.11
1802,Roof Cleaning,1400,140.0,58.3,20.76,1180.94
1802,Roof Cleaning,450,45.0,190.1,25.33,189.57
1802,Window Cleaning,700,21.0,173.58,22.95,482.47
1803,Paver Sealing,2600,1040.0,122.37,22.45,1415.18
1803,Paver Sealing,2000,800.0,79.23,19.83,1100.94
1804,Roof Cleaning,1400,140.0,113.66,24.29,1122.05
1805,Paver Sealing,900,360.0,111.62,14.35,414.03
1806,Patio/Pool Deck Cleaning,300,35.58,53.88,14.44,196.1
1807,Roof Cleaning,500,50.0,62.01,19.49,368.5
1808,Patio/Pool Deck Cleaning,450,64.02,169.86,20.17,195.95
1808,House Wash,650,92.47,159.07,29.62,368.84
1809,Roof Cleaning,750,75.0,81.77,25.85,567.38
1810,Roof Cleaning,1600,160.0,199.78,10.5,1229.72
1811,Roof Cleaning,950,95.0,178.76,14.65,661.59
1812,Roof Cleaning,1500,150.0,83.07,28.51,1238.42
1813,Roof Cleaning,550,55.0,59.2,24.29,411.51
1814,Paver Sealing,900,360.0,122.56,15.89,401.55
1815,House Wash,500,57.13,133.1,10.03,299.74
1816,Roof Cleaning,600,60.0,139.05,22.16,378.79
1816,Roof Cleaning,800,80.0,151.47,13.8,554.73
1816,Roof Cleaning,750,75.0,67.5,23.12,584.38
1817,Solar Panel Cleaning,400,12.0,132.46,19.05,236.49
1817,Paver Sealing,1800,720.0,145.52,29.5,904.98
1818,Roof Cleaning,650,65.0,106.43,28.51,450.06
1819,Roof Cleaning,500,50.0,186.89,27.48,235.63
1819,Roof Cleaning,1100,110.0,115.65,16.79,857.56
1820,Roof Cleaning,550,55.0,87.48,17.12,390.4
1821,Patio/Pool Deck Cleaning,500,65.41,122.43,17.81,294.35
1821,Paver Sealing,1200,480.0,54.37,25.38,640.25
1822,Window Cleaning,650,19.5,132.6,28.89,469.01
1823,Roof Cleaning,900,90.0,58.56,23.46,727.98
1823,Paver Sealing,800,320.0,149.42,21.8,308.78
1824,Patio/Pool Deck Cleaning,400,46.11,128.68,23.04,202.17
1825,Roof Cleaning,650,65.0,195.9,15.72,373.38
1825,House Wash,650,76.23,161.49,18.76,393.52
1826,Roof Cleaning,1200,120.0,189.47,28.96,861.57
1826,Roof Cleaning,1300,130.0,118.46,22.19,1029.35
1827,Roof Cleaning,1500,150.0,151.65,14.53,1183.82
1828,Paver Sealing,1400,560.0,63.57,19.95,756.48
1828,Driveway Cleaning,300,40.87,78.43,27.84,152.86
1829,Roof Cleaning,1200,120.0,115.7,18.17,946.13
1830,House Wash,300,38.4,103.85,26.17,131.58
1830,Patio/Pool Deck Cleaning,250,34.95,95.86,11.46,107.73
1831,Paver Sealing,2400,960.0,168.9,15.58,1255.52
1832,Roof Cleaning,500,50.0,56.25,26.61,367.14
1832,Roof Cleaning,600,60.0,141.12,20.46,378.42
1832,Patio/Pool Deck Cleaning,350,35.76,89.15,27.52,197.57
1833,House Wash,400,53.63,81.17,25.98,239.22
1834,Patio/Pool Deck Cleaning,350,39.96,92.58,19.65,197.81
1835,Driveway Cleaning,450,50.11,110.96,27.03,261.9
1836,House Wash,400,53.23,185.49,11.97,149.31
1836,Window Cleaning,200,6.0,156.34,26.47,11.19
1837,Driveway Cleaning,400,54.11,86.55,19.37,239.97
1838,Driveway Cleaning,500,72.22,161.86,10.7,255.22
1838,Roof Cleaning,1400,140.0,167.99,10.35,1081.66
1838,Roof Cleaning,1600,160.0,178.66,19.48,1241.86
1839,Roof Cleaning,900,90.0,156.32,13.56,640.12
1839,Roof Cleaning,550,55.0,116.29,12.86,365.85
1840,Paver Sealing,800,320.0,76.13,29.26,374.61
1840,Solar Panel Cleaning,350,10.5,76.63,28.3,234.57
1841,Patio/Pool Deck Cleaning,450,58.46,140.27,11.29,239.98
1842,Roof Cleaning,950,95.0,141.61,15.29,698.1
1842,Paver Sealing,1700,680.0,126.7,26.13,867.17
1843,Roof Cleaning,950,95.0,171.02,13.14,670.84
1843,Driveway Cleaning,200,23.13,138.22,12.77,25.88
1844,Roof Cleaning,1000,100.0,91.16,18.0,790.84
1844,Paver Sealing,900,360.0,191.18,27.24,321.58
1845,Driveway Cleaning,250,29.16,68.74,12.13,139.97
1846,Driveway Cleaning,500,56.37,199.73,13.76,230.14
1847,Roof Cleaning,1200,120.0,136.97,22.56,920.47
1848,Paver Sealing,1100,440.0,168.26,26.36,465.38
1848,Paver Sealing,3000,1200.0,173.64,21.3,1605.06
1849,Paver Sealing,1000,400.0,58.18,23.33,518.49
1850,Paver Sealing,1300,520.0,165.53,24.95,589.52
1850,Roof Cleaning,550,55.0,58.99,20.35,415.66
1850,Roof Cleaning,850,85.0,194.33,15.8,554.87
1851,Roof Cleaning,450,45.0,98.48,28.7,277.82
1852,Paver Sealing,800,320.0,65.91,23.41,390.68
1853,Paver Sealing,1800,720.0,138.7,24.38,916.92
1853,Paver Sealing,1800,720.0,127.17,16.62,936.21
1854,House Wash,700,87.76,110.19,27.1,474.95
1855,Patio/Pool Deck Cleaning,300,40.35,140.37,12.14,107.14
1856,Solar Panel Cleaning,500,15.0,157.27,16.3,311.43
1857,House Wash,400,50.06,62.44,22.4,265.1
1857,Driveway Cleaning,300,42.84,115.2,13.86,128.1
1857,Roof Cleaning,700,70.0,165.31,15.31,449.38
1858,Roof Cleaning,950,95.0,98.25,19.31,737.44
1859,House Wash,300,33.1,103.73,12.99,150.18
1859,House Wash,550,67.67,185.11,28.6,268.62
1859,Roof Cleaning,1300,130.0,123.76,27.92,1018.32
1860,Roof Cleaning,1400,140.0,98.01,18.44,1143.55
1861,Solar Panel Cleaning,400,12.0,55.67,22.87,309.46
1862,Patio/Pool Deck Cleaning,500,55.77,170.29,27.03,246.91
1863,Roof Cleaning,1400,140.0,106.9,28.22,1124.88
1864,Paver Sealing,1500,600.0,190.16,10.97,698.87
1865,House Wash,700,91.54,55.93,18.06,534.47
1865,Roof Cleaning,850,85.0,154.71,22.76,587.53
1866,Window Cleaning,600,18.0,114.07,12.58,455.35
1867,Paver Sealing,1200,480.0,70.48,14.57,634.95
1867,Driveway Cleaning,350,35.35,162.91,19.48,132.26
1868,Paver Sealing,2400,960.0,172.91,17.2,1249.89
1869,Roof Cleaning,1200,120.0,155.39,29.12,895.49
1869,Driveway Cleaning,350,42.0,193.06,22.84,92.1
1870,Paver Sealing,2800,1120.0,176.38,17.24,1486.38
1871,Paver Sealing,1600,640.0,79.84,22.03,858.13
1872,Window Cleaning,350,10.5,131.99,18.72,188.79
1873,Roof Cleaning,900,90.0,165.69,10.78,633.53
1873,Patio/Pool Deck Cleaning,300,38.05,190.22,26.7,45.03
1873,Paver Sealing,2400,960.0,95.48,18.59,1325.93
1874,Window Cleaning,700,21.0,54.66,28.94,595.4
1875,Window Cleaning,700,21.0,143.23,10.78,524.99
1876,Roof Cleaning,1000,100.0,153.5,17.74,728.76
1877,House Wash,650,72.84,81.23,15.01,480.92
1878,House Wash,500,54.79,125.64,27.31,292.26
1879,Patio/Pool Deck Cleaning,250,29.46,162.15,21.01,37.38
1880,Window Cleaning,450,13.5,150.01,15.69,270.8
1881,Driveway Cleaning,250,30.57,175.42,15.3,28.71
1881,Driveway Cleaning,400,50.75,149.54,25.68,174.03
1882,House Wash,500,53.77,189.9,17.66,238.67
1882,Roof Cleaning,1000,100.0,53.05,14.1,832.85
1883,Roof Cleaning,1500,150.0,129.09,28.6,1192.31
1883,Roof Cleaning,1400,140.0,123.57,12.39,1124.04
1883,Paver Sealing,1300,520.0,87.04,27.99,664.97
1884,Driveway Cleaning,400,50.4,151.56,25.57,172.47
1884,House Wash,700,91.03,55.14,19.95,533.88
1884,Patio/Pool Deck Cleaning,450,49.12,104.76,18.65,277.47
1885,Window Cleaning,250,7.5,125.55,13.65,103.3
1886,House Wash,400,52.37,96.48,11.72,239.43
1886,Patio/Pool Deck Cleaning,400,58.46,153.39,12.54,175.61
1887,Paver Sealing,1100,440.0,175.34,10.87,473.79
1887,Roof Cleaning,650,65.0,183.46,10.18,391.36
1888,Roof Cleaning,600,60.0,142.01,15.23,382.76
1888,Roof Cleaning,1400,140.0,54.23,14.89,1190.88
1888,Driveway Cleaning,200,24.16,158.05,28.37,-10.58
1889,Window Cleaning,200,6.0,127.57,28.16,38.27
1890,Driveway Cleaning,400,53.85,135.78,28.15,182.22
1891,Paver Sealing,1000,400.0,181.92,18.2,399.88
1891,Roof Cleaning,850,85.0,60.57,15.56,688.87
1892,Driveway Cleaning,400,58.23,133.12,20.54,188.11
1892,Roof Cleaning,550,55.0,50.76,28.36,415.88
1893,Driveway Cleaning,300,41.04,166.14,23.12,69.7
1893,Roof Cleaning,1600,160.0,135.74,10.93,1293.33
1893,Roof Cleaning,600,60.0,143.91,27.82,368.27
1894,House Wash,650,91.67,137.65,20.17,400.51
1895,Solar Panel Cleaning,350,10.5,93.16,24.74,221.6
1895,Roof Cleaning,800,80.0,179.68,19.99,520.33
1896,Paver Sealing,2600,1040.0,143.63,12.64,1403.73
1896,Driveway Cleaning,450,51.21,185.74,26.36,186.69
1897,Paver Sealing,2000,800.0,197.22,12.69,990.09
1898,Patio/Pool Deck Cleaning,250,30.97,120.7,13.52,84.81
1899,Roof Cleaning,1400,140.0,187.18,12.26,1060.56
1900,Paver Sealing,1100,440.0,171.91,20.84,467.25
1901,Paver Sealing,1100,440.0,189.87,28.95,441.18
1901,Driveway Cleaning,250,26.69,127.76,12.25,83.3
1902,House Wash,600,67.58,111.0,17.66,403.76
1903,Driveway Cleaning,400,51.31,157.21,28.75,162.73
1903,House Wash,600,88.38,86.71,12.63,412.28
1904,Paver Sealing,1200,480.0,135.42,16.86,567.72
1904,Driveway Cleaning,200,20.73,164.7,15.69,-1.12
1905,Roof Cleaning,600,60.0,71.42,23.92,444.66
1906,Solar Panel Cleaning,350,10.5,195.22,25.59,118.69
1906,House Wash,550,71.5,154.31,26.51,297.68
1907,House Wash,700,102.53,144.26,17.9,435.31
1907,Driveway Cleaning,500,74.55,197.45,28.5,199.5
1907,Paver Sealing,1700,680.0,98.87,26.34,894.79
1908,Patio/Pool Deck Cleaning,400,54.9,61.95,10.97,272.18
1909,Roof Cleaning,1300,130.0,68.92,12.47,1088.61
1909,Paver Sealing,2000,800.0,54.46,11.43,1134.11
1909,Paver Sealing,900,360.0,114.74,25.27,399.99
1910,Roof Cleaning,1100,110.0,57.57,12.09,920.34
1910,Paver Sealing,1100,440.0,129.12,26.5,504.38
1911,Patio/Pool Deck Cleaning,400,51.75,184.37,23.06,140.82
1911,Roof Cleaning,850,85.0,194.93,26.03,544.04
1912,Paver Sealing,1700,680.0,106.03,23.4,890.57
1913,Paver Sealing,800,320.0,157.09,19.6,303.31
1914,Solar Panel Cleaning,350,10.5,116.28,25.41,197.81
1915,Paver Sealing,1000,400.0,150.28,29.45,420.27
1916,Roof Cleaning,950,95.0,98.11,27.35,729.54
1917,Window Cleaning,400,12.0,136.42,21.07,230.51
1918,Paver Sealing,2000,800.0,102.85,14.68,1082.47
1918,Paver Sealing,1100,440.0,90.28,23.08,546.64
1919,Patio/Pool Deck Cleaning,450,53.92,154.08,19.79,222.21
1919,Paver Sealing,1700,680.0,90.17,19.1,910.73
1919,Paver Sealing,2200,880.0,156.0,28.81,1135.19
1920,Paver Sealing,1700,680.0,124.44,20.89,874.67
1921,House Wash,350,52.24,191.87,13.94,91.95
1921,Driveway Cleaning,400,54.09,118.08,20.81,207.02
1922,Patio/Pool Deck Cleaning,350,41.53,123.99,21.58,162.9
1923,Roof Cleaning,1600,160.0,129.1,18.06,1292.84
1924,Paver Sealing,3000,1200.0,114.65,13.5,1671.85
1925,Roof Cleaning,1300,130.0,153.12,16.51,1000.37
1925,Roof Cleaning,1600,160.0,196.38,15.73,1227.89
1926,Driveway Cleaning,200,25.37,91.73,11.23,71.67
1926,Paver Sealing,1900,760.0,184.26,23.72,932.02
1926,Paver Sealing,1500,600.0,59.84,23.81,816.35
1927,Paver Sealing,1000,400.0,104.54,14.34,481.12
1928,House Wash,500,62.13,131.51,16.1,290.26
1928,House Wash,450,46.93,157.12,13.92,232.03
1928,Paver Sealing,1100,440.0,108.56,18.32,533.12
1929,House Wash,600,63.02,96.44,23.27,417.27
1930,Roof Cleaning,450,45.0,119.02,13.87,272.11
1931,Roof Cleaning,500,50.0,184.51,14.21,251.28
1932,Patio/Pool Deck Cleaning,300,31.91,145.89,11.5,110.7
1933,House Wash,350,46.85,124.59,11.88,166.68
1934,House Wash,700,103.63,98.07,29.93,468.37
1934,Window Cleaning,600,18.0,141.64,10.8,429.56
1934,House Wash,700,89.51,180.27,26.69,403.53
1935,Roof Cleaning,950,95.0,93.71,16.72,744.57
1935,Paver Sealing,2000,800.0,53.01,21.65,1125.34
1936,Roof Cleaning,750,75.0,71.02,20.88,583.1
1936,Window Cleaning,550,16.5,64.26,11.08,458.16
1936,Paver Sealing,900,360.0,62.16,24.33,453.51
1937,Paver Sealing,1500,600.0,171.97,29.16,698.87
1937,Window Cleaning,300,9.0,190.0,27.17,73.83
1937,Paver Sealing,1900,760.0,75.54,15.43,1049.03
1938,House Wash,300,37.55,180.06,29.05,53.34
1938,House Wash,450,56.39,195.73,15.52,182.36
1939,Driveway Cleaning,500,62.35,194.24,25.39,218.02
1940,Window Cleaning,500,15.0,132.39,24.97,327.64
1941,Patio/Pool Deck Cleaning,250,34.01,148.67,29.18,38.14
1942,Roof Cleaning,550,55.0,158.51,15.48,321.01
1942,Patio/Pool Deck Cleaning,350,42.48,90.84,17.68,199.0
1943,Patio/Pool Deck Cleaning,500,61.4,123.85,10.73,304.02
1944,Paver Sealing,3000,1200.0,140.56,12.11,1647.33
1944,Driveway Cleaning,350,43.76,178.34,20.61,107.29
1944,House Wash,300,40.13,131.39,14.66,113.82
1945,Roof Cleaning,1100,110.0,54.29,22.62,913.09
1945,Roof Cleaning,900,90.0,93.9,17.85,698.25
1945,Paver Sealing,1000,400.0,174.84,15.5,409.66
1946,House Wash,550,81.16,143.35,24.13,301.36
1947,House Wash,550,61.15,189.88,19.76,279.21
1948,Patio/Pool Deck Cleaning,500,59.28,158.02,23.52,259.18
1948,Patio/Pool Deck Cleaning,250,31.12,107.44,14.44,97.0
1949,Solar Panel Cleaning,250,7.5,78.8,26.8,136.9
1950,House Wash,500,52.94,198.53,14.19,234.34
1950,Roof Cleaning,1000,100.0,199.61,15.62,684.77
1950,Roof Cleaning,600,60.0,76.5,21.6,441.9
1951,Window Cleaning,700,21.0,150.54,13.76,514.7
1952,Patio/Pool Deck Cleaning,300,39.04,94.37,27.76,138.83
1952,Roof Cleaning,1400,140.0,120.93,10.78,1128.29
1952,Paver Sealing,2200,880.0,57.59,28.53,1233.88
1953,Roof Cleaning,700,70.0,105.93,12.91,511.16
1953,Paver Sealing,1200,480.0,66.9,21.54,631.56
1954,Window Cleaning,450,13.5,182.96,26.76,226.78
1954,House Wash,650,94.97,65.68,12.57,476.78
1955,Paver Sealing,1400,560.0,99.9,18.77,721.33
1956,Roof Cleaning,600,60.0,153.37,20.29,366.34
1957,Paver Sealing,900,360.0,171.85,25.05,343.1
1958,Paver Sealing,1900,760.0,150.41,19.54,970.05
1958,Roof Cleaning,1600,160.0,55.75,22.43,1361.82
1959,Paver Sealing,1800,720.0,103.63,15.55,960.82
1959,Patio/Pool Deck Cleaning,250,33.66,180.65,16.85,18.84
1960,Roof Cleaning,500,50.0,190.63,20.6,238.77
1961,Window Cleaning,400,12.0,64.05,25.36,298.59
1962,Paver Sealing,1300,520.0,95.94,26.76,657.3
1963,Roof Cleaning,1300,130.0,88.5,21.86,1059.64
1963,Roof Cleaning,650,65.0,151.72,18.29,414.99
1963,Roof Cleaning,700,70.0,101.6,15.55,512.85
1964,Paver Sealing,2600,1040.0,146.71,17.11,1396.18
1964,Roof Cleaning,1000,100.0,54.66,21.08,824.26
1965,Patio/Pool Deck Cleaning,500,71.02,55.01,17.34,356.63
1965,Roof Cleaning,1000,100.0,117.09,11.45,771.46
1966,Driveway Cleaning,500,73.06,113.88,29.71,283.35
1967,Solar Panel Cleaning,400,12.0,185.46,12.79,189.75
1967,Driveway Cleaning,250,30.31,190.05,20.85,8.79
1968,House Wash,550,57.41,145.08,28.29,319.22
1968,Roof Cleaning,600,60.0,149.79,11.57,378.64
1968,Paver Sealing,1100,440.0,74.59,24.72,560.69
1969,House Wash,650,69.17,113.8,14.94,452.09
1969,House Wash,500,56.55,182.26,27.84,233.35
1970,House Wash,650,83.76,190.44,27.33,348.47
1971,Roof Cleaning,900,90.0,168.19,26.81,615.0
1971,Paver Sealing,900,360.0,100.81,19.4,419.79
1972,Roof Cleaning,800,80.0,188.56,14.6,516.84
1973,Paver Sealing,1200,480.0,162.44,18.75,538.81
1973,Roof Cleaning,1400,140.0,144.87,15.77,1099.36
1974,House Wash,550,68.45,101.29,28.48,351.78
1974,House Wash,550,70.99,132.34,14.39,332.28
1974,Paver Sealing,2600,1040.0,147.84,24.54,1387.62
1975,House Wash,350,52.26,97.28,12.31,188.15
1976,Paver Sealing,900,360.0,178.19,15.14,346.67
1976,Paver Sealing,2400,960.0,83.46,11.13,1345.41
1977,House Wash,350,39.02,127.39,15.07,168.52
1978,Paver Sealing,1200,480.0,103.16,17.62,599.22
1978,Solar Panel Cleaning,450,13.5,159.14,19.03,258.33
1979,Roof Cleaning,550,55.0,80.93,27.53,386.54
1980,Paver Sealing,1600,640.0,140.85,23.84,795.31
1981,House Wash,400,51.37,115.93,11.34,221.36
1981,Driveway Cleaning,500,70.52,142.18,26.64,260.66
1981,Paver Sealing,1000,400.0,67.77,10.27,521.96
1982,Driveway Cleaning,500,69.76,94.36,19.91,315.97
1982,House Wash,500,60.26,84.7,12.73,342.31
1983,Roof Cleaning,850,85.0,97.46,29.46,638.08
1983,Patio/Pool Deck Cleaning,200,23.46,103.68,10.17,62.69
1984,Roof Cleaning,1400,140.0,191.03,27.84,1041.13
1985,Patio/Pool Deck Cleaning,400,49.14,132.44,27.76,190.66
1986,Roof Cleaning,650,65.0,81.51,17.88,485.61
1986,Roof Cleaning,600,60.0,110.02,13.01,416.97
1986,Patio/Pool Deck Cleaning,450,63.04,116.23,19.81,250.92
1987,Roof Cleaning,800,80.0,123.57,15.15,581.28
1987,Paver Sealing,3000,1200.0,136.55,14.42,1649.03
1988,Roof Cleaning,700,70.0,56.62,29.84,543.54
1988,Window Cleaning,550,16.5,169.41,17.9,346.19
1988,Window Cleaning,550,16.5,182.1,18.26,333.14
1989,House Wash,600,80.42,68.19,12.28,439.11
1990,Driveway Cleaning,350,39.56,178.0,27.27,105.17
1990,Patio/Pool Deck Cleaning,450,48.8,173.27,25.39,202.54
1990,House Wash,700,81.8,89.38,12.44,516.38
1991,Driveway Cleaning,450,53.09,121.3,17.27,258.34
1991,Window Cleaning,550,16.5,185.19,13.28,335.03
1992,Paver Sealing,1000,400.0,143.74,24.58,431.68
1993,Roof Cleaning,1000,100.0,187.06,27.6,685.34
1993,Paver Sealing,2200,880.0,86.61,25.27,1208.12
1993,Roof Cleaning,900,90.0,89.19,29.64,691.17
1994,Roof Cleaning,950,95.0,53.92,23.77,777.31
1995,Roof Cleaning,1100,110.0,85.1,11.69,893.21
1995,Window Cleaning,700,21.0,52.84,10.72,615.44
1995,House Wash,550,64.68,111.62,10.37,363.33
1996,Roof Cleaning,550,55.0,142.32,25.08,327.6
1996,House Wash,400,46.19,122.42,16.46,214.93
1996,Roof Cleaning,700,70.0,94.65,23.2,512.15
1997,Paver Sealing,1500,600.0,64.36,28.45,807.19
1997,Roof Cleaning,500,50.0,104.56,25.13,320.31
1998,Roof Cleaning,1500,150.0,55.96,26.79,1267.25
1998,Roof Cleaning,550,55.0,145.5,14.42,335.08
1999,Roof Cleaning,850,85.0,120.98,22.35,621.67
1999,Solar Panel Cleaning,500,15.0,184.11,19.96,280.93
2000,Patio/Pool Deck Cleaning,500,61.36,161.77,14.27,262.6
2000,Paver Sealing,1100,440.0,166.48,26.43,467.09
2001,Driveway Cleaning,200,22.46,66.39,25.89,85.26
2001,Driveway Cleaning,400,45.43,178.27,16.93,159.37
2002,Roof Cleaning,600,60.0,90.24,10.82,438.94
2002,Patio/Pool Deck Cleaning,300,36.76,65.11,24.15,173.98
